feature_name,feature_length,feature_count,feature_mut_rate,feature_A3A_rate,feature_G_count,feature_C_count,feature_A_count,feature_T_count,feature_direction,feature_tct_count,feature_tca_count,feature_tcg_count,feature_aga_count,feature_tga_count,feature_cga_count,feature_A3A_motifs_top,feature_A3A_motifs_bottom,feature_chromosome,feature_start,feature_end
YPR036W-A,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,+,10,6,3,4,4,1,19,9,ref|NC_001148|,645850,646050
YBR144C,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,-,2,7,1,8,5,1,10,14,ref|NC_001134|,533649,533449
YLR346C,201,5,0.024875621890547265,0.01990049751243781,4,0,1,0,-,1,8,2,9,6,1,11,16,ref|NC_001144|,822862,822662
YOR230W,201,5,0.024875621890547265,0.024875621890547265,5,0,0,0,+,29,24,12,32,39,11,65,82,ref|NC_001147|,770552,770752
YPL178W,201,5,0.024875621890547265,0.024875621890547265,5,0,0,0,+,4,12,6,22,15,9,22,46,ref|NC_001148|,212010,212210
YGL080W,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,7,14,1,8,7,0,22,15,ref|NC_001139|,358455,358655
YDR043C,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,-,8,16,4,20,14,5,28,39,ref|NC_001136|,543673,543473
YBL003C,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,-,9,5,1,15,5,0,15,20,ref|NC_001134|,235956,235756
YER088C-A,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,-,1,3,1,11,7,5,5,23,ref|NC_001137|,335314,335114
YGR088W,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,25,37,11,43,33,15,73,91,ref|NC_001139|,653462,653662
YGR060W,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,+,30,21,6,20,16,4,57,40,ref|NC_001139|,610373,610573
YHR203C,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,-,17,24,9,36,24,8,50,68,ref|NC_001140|,505705,505505
YLR237W,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,47,32,18,21,42,10,97,73,ref|NC_001144|,612132,612332
YDR034W-B,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,2,3,1,2,2,0,6,4,ref|NC_001136|,521214,521414
YPL240C,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,-,41,40,15,82,69,23,96,174,ref|NC_001148|,98847,98647
YBR009C,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,8,6,1,15,3,2,15,20,ref|NC_001134|,256309,256109
YNL042W-B,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,+,6,8,2,7,4,2,16,13,ref|NC_001146|,547013,547213
YMR145C,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,-,26,28,17,43,38,15,71,96,ref|NC_001145|,556798,556598
YEL046C,201,5,0.024875621890547265,0.024875621890547265,5,0,0,0,-,25,20,9,26,21,16,54,63,ref|NC_001137|,69010,68810
YDL095W,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,+,50,45,24,44,42,18,119,104,ref|NC_001136|,286929,287129
YPL164C,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,27,46,20,58,51,22,93,131,ref|NC_001148|,241626,241426
YHR104W,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,+,14,25,6,22,20,11,45,53,ref|NC_001140|,323160,323360
YPR125W,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,+,17,18,13,41,35,12,48,88,ref|NC_001148|,787765,787965
YEL071W,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,+,20,26,15,33,42,12,61,87,ref|NC_001137|,16226,16426
YKL068W-A,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,+,3,10,0,6,5,1,13,12,ref|NC_001143|,309106,309306
YGL008C,201,5,0.024875621890547265,0.024875621890547265,5,0,0,0,-,66,31,36,58,72,34,133,164,ref|NC_001139|,483005,482805
YBL082C,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,28,22,22,16,26,9,72,51,ref|NC_001134|,71273,71073
YIL136W,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,+,12,16,10,41,27,13,38,81,ref|NC_001141|,93456,93656
YMR250W,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,+,20,28,16,42,49,17,64,108,ref|NC_001145|,770701,770901
YOL002C,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,-,10,18,6,23,13,1,34,37,ref|NC_001147|,324750,324550
YLR415C,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,-,7,8,5,5,5,2,20,12,ref|NC_001144|,954697,954497
YGR174C,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,-,6,11,1,14,9,2,18,25,ref|NC_001139|,846505,846305
YIL135C,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,-,21,33,16,27,20,16,70,63,ref|NC_001141|,96697,96497
YML057C-A,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,-,15,4,3,3,4,4,22,11,ref|NC_001145|,160512,160312
YLR056W,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,26,29,12,19,25,10,67,54,ref|NC_001144|,253550,253750
YGR183C,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,-,4,10,1,3,8,9,15,20,ref|NC_001139|,859653,859453
YMR251W-A,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,3,4,1,1,2,0,8,3,ref|NC_001145|,774652,774852
YPL020C,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,22,27,11,71,47,20,60,138,ref|NC_001148|,514408,514208
YCR075C,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,13,21,13,7,14,15,47,36,ref|NC_001135|,251660,251460
YML125C,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,-,19,20,9,27,22,10,48,59,ref|NC_001145|,21836,21636
YPL022W,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,+,41,73,21,88,100,41,135,229,ref|NC_001148|,506505,506705
YCR063W,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,+,7,5,5,13,5,4,17,22,ref|NC_001135|,230822,231022
YPR183W,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,+,17,15,14,14,15,11,46,40,ref|NC_001148|,900604,900804
YMR320W,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,+,1,7,2,4,5,2,10,11,ref|NC_001145|,915606,915806
YGR202C,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,-,14,27,7,36,33,20,48,89,ref|NC_001139|,904953,904753
YDR124W,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,+,7,18,9,29,23,15,34,67,ref|NC_001136|,699760,699960
YML081C-A,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,-,3,1,1,3,6,1,5,10,ref|NC_001145|,104262,104062
YDR225W,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,+,8,5,1,14,6,1,14,21,ref|NC_001136|,914733,914933
YDR224C,201,5,0.024875621890547265,0.024875621890547265,3,2,0,0,-,14,3,2,11,10,2,19,23,ref|NC_001136|,914928,914728
YGL238W,201,5,0.024875621890547265,0.024875621890547265,1,4,0,0,+,43,57,15,60,79,23,115,162,ref|NC_001139|,49407,49607
YDR214W,201,5,0.024875621890547265,0.024875621890547265,4,1,0,0,+,15,18,13,16,22,16,46,54,ref|NC_001136|,892634,892834
YCR047C,201,5,0.024875621890547265,0.024875621890547265,0,5,0,0,-,11,10,4,19,17,14,25,50,ref|NC_001135|,211772,211572
YML073C,201,5,0.024875621890547265,0.024875621890547265,2,3,0,0,-,14,19,13,23,28,8,46,59,ref|NC_001145|,124309,124109
