Chromosome	Position_1	Position_2	Switch_Center	Sample_Name	Percent_Parental
ref|NC_001139|	699072	701026	700049.0	JMT49_CK	99.82626321123497
ref|NC_001139|	797329	797667	797498.0	JMT49_CK	99.82626321123497
ref|NC_001139|	905710	906509	906109.5	JMT49_CK	99.82626321123497
ref|NC_001139|	965972	968238	967105.0	JMT49_CK	99.82626321123497
ref|NC_001139|	968238	970290	969264.0	JMT49_CK	99.82626321123497
ref|NC_001139|	999629	999737	999683.0	JMT49_CK	99.82626321123497
ref|NC_001140|	497200	497870	497535.0	JMT49_CK	99.82626321123497
ref|NC_001141|	67690	68184	67937.0	JMT49_CK	99.82626321123497
ref|NC_001141|	179398	183552	181475.0	JMT49_CK	99.82626321123497
ref|NC_001142|	35035	37861	36448.0	JMT49_CK	99.82626321123497
ref|NC_001142|	144958	146319	145638.5	JMT49_CK	99.82626321123497
ref|NC_001142|	147014	147143	147078.5	JMT49_CK	99.82626321123497
ref|NC_001142|	242954	243812	243383.0	JMT49_CK	99.82626321123497
ref|NC_001142|	342956	343412	343184.0	JMT49_CK	99.82626321123497
ref|NC_001142|	486724	487279	487001.5	JMT49_CK	99.82626321123497
ref|NC_001142|	547200	547813	547506.5	JMT49_CK	99.82626321123497
ref|NC_001142|	549542	550048	549795.0	JMT49_CK	99.82626321123497
ref|NC_001142|	663261	663534	663397.5	JMT49_CK	99.82626321123497
ref|NC_001143|	67872	70692	69282.0	JMT49_CK	99.82626321123497
ref|NC_001143|	71894	72614	72254.0	JMT49_CK	99.82626321123497
ref|NC_001143|	466959	468719	467839.0	JMT49_CK	99.82626321123497
ref|NC_001143|	501392	501710	501551.0	JMT49_CK	99.82626321123497
ref|NC_001144|	108813	109033	108923.0	JMT49_CK	99.82626321123497
ref|NC_001144|	228807	229358	229082.5	JMT49_CK	99.82626321123497
ref|NC_001144|	537242	537994	537618.0	JMT49_CK	99.82626321123497
ref|NC_001144|	537994	538121	538057.5	JMT49_CK	99.82626321123497
ref|NC_001144|	642557	643160	642858.5	JMT49_CK	99.82626321123497
ref|NC_001144|	742787	742855	742821.0	JMT49_CK	99.82626321123497
ref|NC_001145|	75864	76140	76002.0	JMT49_CK	99.82626321123497
ref|NC_001145|	76140	76188	76164.0	JMT49_CK	99.82626321123497
ref|NC_001145|	76522	76723	76622.5	JMT49_CK	99.82626321123497
ref|NC_001145|	351904	352175	352039.5	JMT49_CK	99.82626321123497
ref|NC_001145|	352713	353279	352996.0	JMT49_CK	99.82626321123497
ref|NC_001145|	412789	415535	414162.0	JMT49_CK	99.82626321123497
ref|NC_001145|	773437	774206	773821.5	JMT49_CK	99.82626321123497
ref|NC_001145|	774206	775628	774917.0	JMT49_CK	99.82626321123497
ref|NC_001145|	889638	890311	889974.5	JMT49_CK	99.82626321123497
ref|NC_001145|	892643	893651	893147.0	JMT49_CK	99.82626321123497
ref|NC_001146|	199635	199813	199724.0	JMT49_CK	99.82626321123497
ref|NC_001146|	201183	201465	201324.0	JMT49_CK	99.82626321123497
ref|NC_001146|	604417	605304	604860.5	JMT49_CK	99.82626321123497
ref|NC_001146|	605304	605398	605351.0	JMT49_CK	99.82626321123497
ref|NC_001146|	605398	605695	605546.5	JMT49_CK	99.82626321123497
ref|NC_001146|	652651	653331	652991.0	JMT49_CK	99.82626321123497
ref|NC_001146|	653635	657133	655384.0	JMT49_CK	99.82626321123497
ref|NC_001147|	108394	108945	108669.5	JMT49_CK	99.82626321123497
ref|NC_001147|	169525	170199	169862.0	JMT49_CK	99.82626321123497
ref|NC_001147|	185473	185951	185712.0	JMT49_CK	99.82626321123497
ref|NC_001147|	186481	189231	187856.0	JMT49_CK	99.82626321123497
ref|NC_001147|	240750	241147	240948.5	JMT49_CK	99.82626321123497
ref|NC_001147|	245302	247379	246340.5	JMT49_CK	99.82626321123497
ref|NC_001147|	269921	270070	269995.5	JMT49_CK	99.82626321123497
ref|NC_001147|	348210	348389	348299.5	JMT49_CK	99.82626321123497
ref|NC_001147|	629011	630082	629546.5	JMT49_CK	99.82626321123497
ref|NC_001147|	734306	734684	734495.0	JMT49_CK	99.82626321123497
ref|NC_001147|	795939	796340	796139.5	JMT49_CK	99.82626321123497
ref|NC_001147|	796810	797640	797225.0	JMT49_CK	99.82626321123497
ref|NC_001148|	26429	26592	26510.5	JMT49_CK	99.82626321123497
ref|NC_001148|	339840	340194	340017.0	JMT49_CK	99.82626321123497
ref|NC_001148|	430826	432226	431526.0	JMT49_CK	99.82626321123497
ref|NC_001148|	757135	766340	761737.5	JMT49_CK	99.82626321123497
ref|NC_001148|	780396	790660	785528.0	JMT49_CK	99.82626321123497
ref|NC_001148|	932168	932448	932308.0	JMT49_CK	99.82626321123497
ref|NC_001148|	932542	932662	932602.0	JMT49_CK	99.82626321123497
ref|NC_001148|	932662	932770	932716.0	JMT49_CK	99.82626321123497
ref|NC_001148|	932882	933425	933153.5	JMT49_CK	99.82626321123497
ref|NC_001133|	50696	50960	50828.0	JMT50_CK	99.7911021944611
ref|NC_001133|	194104	194475	194289.5	JMT50_CK	99.7911021944611
ref|NC_001134|	537174	537821	537497.5	JMT50_CK	99.7911021944611
ref|NC_001134|	539861	540838	540349.5	JMT50_CK	99.7911021944611
ref|NC_001134|	611232	611860	611546.0	JMT50_CK	99.7911021944611
ref|NC_001134|	729640	732123	730881.5	JMT50_CK	99.7911021944611
ref|NC_001135|	37664	38664	38164.0	JMT50_CK	99.7911021944611
ref|NC_001135|	39305	40089	39697.0	JMT50_CK	99.7911021944611
ref|NC_001136|	197883	198685	198284.0	JMT50_CK	99.7911021944611
ref|NC_001136|	198878	199316	199097.0	JMT50_CK	99.7911021944611
ref|NC_001136|	509730	509831	509780.5	JMT50_CK	99.7911021944611
ref|NC_001136|	567474	567805	567639.5	JMT50_CK	99.7911021944611
ref|NC_001136|	568871	570106	569488.5	JMT50_CK	99.7911021944611
ref|NC_001136|	601371	601524	601447.5	JMT50_CK	99.7911021944611
ref|NC_001136|	601524	601830	601677.0	JMT50_CK	99.7911021944611
ref|NC_001136|	832057	832353	832205.0	JMT50_CK	99.7911021944611
ref|NC_001136|	1270566	1270902	1270734.0	JMT50_CK	99.7911021944611
ref|NC_001136|	1497133	1497214	1497173.5	JMT50_CK	99.7911021944611
ref|NC_001136|	1497214	1497679	1497446.5	JMT50_CK	99.7911021944611
ref|NC_001136|	1497679	1497793	1497736.0	JMT50_CK	99.7911021944611
ref|NC_001137|	47683	48555	48119.0	JMT50_CK	99.7911021944611
ref|NC_001137|	48609	48636	48622.5	JMT50_CK	99.7911021944611
ref|NC_001137|	48636	48663	48649.5	JMT50_CK	99.7911021944611
ref|NC_001137|	48856	48897	48876.5	JMT50_CK	99.7911021944611
ref|NC_001137|	48897	48972	48934.5	JMT50_CK	99.7911021944611
ref|NC_001138|	73335	74227	73781.0	JMT50_CK	99.7911021944611
ref|NC_001138|	174951	175060	175005.5	JMT50_CK	99.7911021944611
ref|NC_001138|	175077	175153	175115.0	JMT50_CK	99.7911021944611
ref|NC_001138|	175597	176340	175968.5	JMT50_CK	99.7911021944611
ref|NC_001138|	221528	225899	223713.5	JMT50_CK	99.7911021944611
ref|NC_001139|	67385	68203	67794.0	JMT50_CK	99.7911021944611
ref|NC_001139|	387412	387977	387694.5	JMT50_CK	99.7911021944611
ref|NC_001139|	858803	859016	858909.5	JMT50_CK	99.7911021944611
ref|NC_001139|	877046	877206	877126.0	JMT50_CK	99.7911021944611
ref|NC_001139|	1003026	1003201	1003113.5	JMT50_CK	99.7911021944611
ref|NC_001140|	518179	518404	518291.5	JMT50_CK	99.7911021944611
ref|NC_001140|	518404	518458	518431.0	JMT50_CK	99.7911021944611
ref|NC_001140|	518458	518542	518500.0	JMT50_CK	99.7911021944611
ref|NC_001142|	303780	304233	304006.5	JMT50_CK	99.7911021944611
ref|NC_001142|	362496	362886	362691.0	JMT50_CK	99.7911021944611
ref|NC_001142|	575193	576458	575825.5	JMT50_CK	99.7911021944611
ref|NC_001143|	290785	291152	290968.5	JMT50_CK	99.7911021944611
ref|NC_001143|	291152	291164	291158.0	JMT50_CK	99.7911021944611
ref|NC_001143|	500136	500926	500531.0	JMT50_CK	99.7911021944611
ref|NC_001143|	501115	501178	501146.5	JMT50_CK	99.7911021944611
ref|NC_001143|	501178	501241	501209.5	JMT50_CK	99.7911021944611
ref|NC_001144|	84883	84969	84926.0	JMT50_CK	99.7911021944611
ref|NC_001144|	318597	319859	319228.0	JMT50_CK	99.7911021944611
ref|NC_001144|	321387	322007	321697.0	JMT50_CK	99.7911021944611
ref|NC_001144|	510559	510901	510730.0	JMT50_CK	99.7911021944611
ref|NC_001144|	511071	511197	511134.0	JMT50_CK	99.7911021944611
ref|NC_001144|	729962	730685	730323.5	JMT50_CK	99.7911021944611
ref|NC_001144|	730778	731012	730895.0	JMT50_CK	99.7911021944611
ref|NC_001144|	731012	731621	731316.5	JMT50_CK	99.7911021944611
ref|NC_001144|	823767	823910	823838.5	JMT50_CK	99.7911021944611
ref|NC_001145|	262820	262898	262859.0	JMT50_CK	99.7911021944611
ref|NC_001145|	262958	264868	263913.0	JMT50_CK	99.7911021944611
ref|NC_001145|	265251	265559	265405.0	JMT50_CK	99.7911021944611
ref|NC_001145|	879141	879414	879277.5	JMT50_CK	99.7911021944611
ref|NC_001145|	879414	880104	879759.0	JMT50_CK	99.7911021944611
ref|NC_001145|	882454	882943	882698.5	JMT50_CK	99.7911021944611
ref|NC_001146|	53633	58185	55909.0	JMT50_CK	99.7911021944611
ref|NC_001146|	379700	380871	380285.5	JMT50_CK	99.7911021944611
ref|NC_001146|	380871	382693	381782.0	JMT50_CK	99.7911021944611
ref|NC_001146|	415261	416459	415860.0	JMT50_CK	99.7911021944611
ref|NC_001146|	416459	417421	416940.0	JMT50_CK	99.7911021944611
ref|NC_001146|	417421	418300	417860.5	JMT50_CK	99.7911021944611
ref|NC_001146|	510863	511181	511022.0	JMT50_CK	99.7911021944611
ref|NC_001146|	511181	511838	511509.5	JMT50_CK	99.7911021944611
ref|NC_001147|	65818	66373	66095.5	JMT50_CK	99.7911021944611
ref|NC_001147|	196126	196663	196394.5	JMT50_CK	99.7911021944611
ref|NC_001147|	218547	219832	219189.5	JMT50_CK	99.7911021944611
ref|NC_001147|	425929	426333	426131.0	JMT50_CK	99.7911021944611
ref|NC_001147|	427713	427884	427798.5	JMT50_CK	99.7911021944611
ref|NC_001147|	636791	638136	637463.5	JMT50_CK	99.7911021944611
ref|NC_001147|	713993	715815	714904.0	JMT50_CK	99.7911021944611
ref|NC_001148|	73474	74327	73900.5	JMT50_CK	99.7911021944611
ref|NC_001148|	168266	170718	169492.0	JMT50_CK	99.7911021944611
ref|NC_001148|	295944	297828	296886.0	JMT50_CK	99.7911021944611
ref|NC_001148|	300724	301187	300955.5	JMT50_CK	99.7911021944611
ref|NC_001148|	337574	337666	337620.0	JMT50_CK	99.7911021944611
ref|NC_001148|	382997	383245	383121.0	JMT50_CK	99.7911021944611
ref|NC_001148|	383361	383778	383569.5	JMT50_CK	99.7911021944611
ref|NC_001148|	422730	425740	424235.0	JMT50_CK	99.7911021944611
ref|NC_001148|	478768	481833	480300.5	JMT50_CK	99.7911021944611
ref|NC_001148|	526767	527307	527037.0	JMT50_CK	99.7911021944611
ref|NC_001148|	810752	812990	811871.0	JMT50_CK	99.7911021944611
ref|NC_001133|	28793	28962	28877.5	JMT51_CK	99.80764855529587
ref|NC_001133|	29279	29641	29460.0	JMT51_CK	99.80764855529587
ref|NC_001133|	44588	44891	44739.5	JMT51_CK	99.80764855529587
ref|NC_001133|	116548	117369	116958.5	JMT51_CK	99.80764855529587
ref|NC_001133|	136160	141184	138672.0	JMT51_CK	99.80764855529587
ref|NC_001134|	72395	73337	72866.0	JMT51_CK	99.80764855529587
ref|NC_001134|	395280	396145	395712.5	JMT51_CK	99.80764855529587
ref|NC_001134|	427998	428040	428019.0	JMT51_CK	99.80764855529587
ref|NC_001134|	585569	585769	585669.0	JMT51_CK	99.80764855529587
ref|NC_001134|	587432	587830	587631.0	JMT51_CK	99.80764855529587
ref|NC_001134|	648858	651616	650237.0	JMT51_CK	99.80764855529587
ref|NC_001134|	694413	694669	694541.0	JMT51_CK	99.80764855529587
ref|NC_001134|	694669	694728	694698.5	JMT51_CK	99.80764855529587
ref|NC_001134|	800115	800746	800430.5	JMT51_CK	99.80764855529587
ref|NC_001135|	161749	162361	162055.0	JMT51_CK	99.80764855529587
ref|NC_001135|	211348	217384	214366.0	JMT51_CK	99.80764855529587
ref|NC_001135|	267223	268153	267688.0	JMT51_CK	99.80764855529587
ref|NC_001136|	224112	224747	224429.5	JMT51_CK	99.80764855529587
ref|NC_001136|	620588	623032	621810.0	JMT51_CK	99.80764855529587
ref|NC_001136|	624163	624733	624448.0	JMT51_CK	99.80764855529587
ref|NC_001136|	828495	829452	828973.5	JMT51_CK	99.80764855529587
ref|NC_001136|	928279	928636	928457.5	JMT51_CK	99.80764855529587
ref|NC_001136|	1079630	1082851	1081240.5	JMT51_CK	99.80764855529587
ref|NC_001136|	1111983	1142622	1127302.5	JMT51_CK	99.80764855529587
ref|NC_001137|	42959	44403	43681.0	JMT51_CK	99.80764855529587
ref|NC_001137|	55166	55841	55503.5	JMT51_CK	99.80764855529587
ref|NC_001137|	82262	82766	82514.0	JMT51_CK	99.80764855529587
ref|NC_001137|	106822	107341	107081.5	JMT51_CK	99.80764855529587
ref|NC_001137|	301186	301851	301518.5	JMT51_CK	99.80764855529587
ref|NC_001137|	480936	481580	481258.0	JMT51_CK	99.80764855529587
ref|NC_001138|	171501	172612	172056.5	JMT51_CK	99.80764855529587
ref|NC_001139|	47565	47968	47766.5	JMT51_CK	99.80764855529587
ref|NC_001139|	48609	51531	50070.0	JMT51_CK	99.80764855529587
ref|NC_001139|	51531	52589	52060.0	JMT51_CK	99.80764855529587
ref|NC_001139|	162943	164025	163484.0	JMT51_CK	99.80764855529587
ref|NC_001139|	168156	168246	168201.0	JMT51_CK	99.80764855529587
ref|NC_001139|	168246	168309	168277.5	JMT51_CK	99.80764855529587
ref|NC_001139|	513303	513842	513572.5	JMT51_CK	99.80764855529587
ref|NC_001139|	701026	705099	703062.5	JMT51_CK	99.80764855529587
ref|NC_001139|	948447	948586	948516.5	JMT51_CK	99.80764855529587
ref|NC_001140|	56252	56364	56308.0	JMT51_CK	99.80764855529587
ref|NC_001140|	77216	79061	78138.5	JMT51_CK	99.80764855529587
ref|NC_001140|	119946	120226	120086.0	JMT51_CK	99.80764855529587
ref|NC_001140|	192124	192892	192508.0	JMT51_CK	99.80764855529587
ref|NC_001140|	223354	223429	223391.5	JMT51_CK	99.80764855529587
ref|NC_001140|	389050	393267	391158.5	JMT51_CK	99.80764855529587
ref|NC_001141|	267754	268176	267965.0	JMT51_CK	99.80764855529587
ref|NC_001141|	286346	288825	287585.5	JMT51_CK	99.80764855529587
ref|NC_001141|	289127	291214	290170.5	JMT51_CK	99.80764855529587
ref|NC_001142|	35035	37861	36448.0	JMT51_CK	99.80764855529587
ref|NC_001142|	38387	38691	38539.0	JMT51_CK	99.80764855529587
ref|NC_001142|	302097	302882	302489.5	JMT51_CK	99.80764855529587
ref|NC_001142|	329730	330001	329865.5	JMT51_CK	99.80764855529587
ref|NC_001142|	392577	392970	392773.5	JMT51_CK	99.80764855529587
ref|NC_001142|	551614	551969	551791.5	JMT51_CK	99.80764855529587
ref|NC_001142|	574857	575093	574975.0	JMT51_CK	99.80764855529587
ref|NC_001142|	640236	640468	640352.0	JMT51_CK	99.80764855529587
ref|NC_001142|	640468	640502	640485.0	JMT51_CK	99.80764855529587
ref|NC_001142|	640514	640711	640612.5	JMT51_CK	99.80764855529587
ref|NC_001142|	709369	710013	709691.0	JMT51_CK	99.80764855529587
ref|NC_001142|	710937	716647	713792.0	JMT51_CK	99.80764855529587
ref|NC_001143|	19032	19942	19487.0	JMT51_CK	99.80764855529587
ref|NC_001143|	47837	49110	48473.5	JMT51_CK	99.80764855529587
ref|NC_001143|	179281	179329	179305.0	JMT51_CK	99.80764855529587
ref|NC_001143|	179329	179341	179335.0	JMT51_CK	99.80764855529587
ref|NC_001143|	270870	271048	270959.0	JMT51_CK	99.80764855529587
ref|NC_001143|	271548	272740	272144.0	JMT51_CK	99.80764855529587
ref|NC_001143|	462493	464229	463361.0	JMT51_CK	99.80764855529587
ref|NC_001143|	464229	466959	465594.0	JMT51_CK	99.80764855529587
ref|NC_001143|	517860	518577	518218.5	JMT51_CK	99.80764855529587
ref|NC_001143|	523892	526428	525160.0	JMT51_CK	99.80764855529587
ref|NC_001144|	73717	74146	73931.5	JMT51_CK	99.80764855529587
ref|NC_001144|	124231	124824	124527.5	JMT51_CK	99.80764855529587
ref|NC_001144|	125294	126404	125849.0	JMT51_CK	99.80764855529587
ref|NC_001144|	126461	127210	126835.5	JMT51_CK	99.80764855529587
ref|NC_001144|	537242	537994	537618.0	JMT51_CK	99.80764855529587
ref|NC_001144|	538633	539764	539198.5	JMT51_CK	99.80764855529587
ref|NC_001144|	645354	646822	646088.0	JMT51_CK	99.80764855529587
ref|NC_001144|	806179	806728	806453.5	JMT51_CK	99.80764855529587
ref|NC_001144|	1001707	1001879	1001793.0	JMT51_CK	99.80764855529587
ref|NC_001144|	1003348	1004176	1003762.0	JMT51_CK	99.80764855529587
ref|NC_001145|	42196	43096	42646.0	JMT51_CK	99.80764855529587
ref|NC_001145|	179713	179752	179732.5	JMT51_CK	99.80764855529587
ref|NC_001145|	179752	179965	179858.5	JMT51_CK	99.80764855529587
ref|NC_001145|	180733	181019	180876.0	JMT51_CK	99.80764855529587
ref|NC_001145|	299287	301274	300280.5	JMT51_CK	99.80764855529587
ref|NC_001145|	350820	351458	351139.0	JMT51_CK	99.80764855529587
ref|NC_001145|	382387	383224	382805.5	JMT51_CK	99.80764855529587
ref|NC_001145|	384682	384775	384728.5	JMT51_CK	99.80764855529587
ref|NC_001145|	416348	416746	416547.0	JMT51_CK	99.80764855529587
ref|NC_001145|	836466	837140	836803.0	JMT51_CK	99.80764855529587
ref|NC_001146|	65020	66215	65617.5	JMT51_CK	99.80764855529587
ref|NC_001146|	67383	71784	69583.5	JMT51_CK	99.80764855529587
ref|NC_001146|	268752	282032	275392.0	JMT51_CK	99.80764855529587
ref|NC_001146|	307339	309739	308539.0	JMT51_CK	99.80764855529587
ref|NC_001146|	416459	417421	416940.0	JMT51_CK	99.80764855529587
ref|NC_001146|	417421	418300	417860.5	JMT51_CK	99.80764855529587
ref|NC_001146|	418300	420063	419181.5	JMT51_CK	99.80764855529587
ref|NC_001146|	707910	708561	708235.5	JMT51_CK	99.80764855529587
ref|NC_001147|	125641	126162	125901.5	JMT51_CK	99.80764855529587
ref|NC_001147|	128788	129004	128896.0	JMT51_CK	99.80764855529587
ref|NC_001147|	223663	225905	224784.0	JMT51_CK	99.80764855529587
ref|NC_001147|	225995	226123	226059.0	JMT51_CK	99.80764855529587
ref|NC_001147|	227066	227560	227313.0	JMT51_CK	99.80764855529587
ref|NC_001147|	307879	308741	308310.0	JMT51_CK	99.80764855529587
ref|NC_001147|	485252	485322	485287.0	JMT51_CK	99.80764855529587
ref|NC_001147|	487418	487679	487548.5	JMT51_CK	99.80764855529587
ref|NC_001147|	1039786	1041406	1040596.0	JMT51_CK	99.80764855529587
ref|NC_001148|	242019	242716	242367.5	JMT51_CK	99.80764855529587
ref|NC_001148|	243433	244785	244109.0	JMT51_CK	99.80764855529587
ref|NC_001148|	860752	861771	861261.5	JMT51_CK	99.80764855529587
ref|NC_001148|	911554	912173	911863.5	JMT51_CK	99.80764855529587
ref|NC_001148|	912822	918199	915510.5	JMT51_CK	99.80764855529587
ref|NC_001133|	82099	82230	82164.5	JMT52_CK	99.83246809654801
ref|NC_001133|	83337	83613	83475.0	JMT52_CK	99.83246809654801
ref|NC_001133|	83613	83755	83684.0	JMT52_CK	99.83246809654801
ref|NC_001134|	306242	308890	307566.0	JMT52_CK	99.83246809654801
ref|NC_001135|	56309	56674	56491.5	JMT52_CK	99.83246809654801
ref|NC_001135|	228137	232898	230517.5	JMT52_CK	99.83246809654801
ref|NC_001135|	301719	301878	301798.5	JMT52_CK	99.83246809654801
ref|NC_001135|	301888	301933	301910.5	JMT52_CK	99.83246809654801
ref|NC_001136|	619621	620090	619855.5	JMT52_CK	99.83246809654801
ref|NC_001136|	1082851	1089460	1086155.5	JMT52_CK	99.83246809654801
ref|NC_001136|	1153699	1153966	1153832.5	JMT52_CK	99.83246809654801
ref|NC_001136|	1418662	1418910	1418786.0	JMT52_CK	99.83246809654801
ref|NC_001136|	1418937	1419231	1419084.0	JMT52_CK	99.83246809654801
ref|NC_001136|	1419261	1419366	1419313.5	JMT52_CK	99.83246809654801
ref|NC_001136|	1419366	1419516	1419441.0	JMT52_CK	99.83246809654801
ref|NC_001136|	1419516	1419777	1419646.5	JMT52_CK	99.83246809654801
ref|NC_001136|	1419978	1420155	1420066.5	JMT52_CK	99.83246809654801
ref|NC_001138|	74949	75355	75152.0	JMT52_CK	99.83246809654801
ref|NC_001138|	75453	76126	75789.5	JMT52_CK	99.83246809654801
ref|NC_001139|	56448	61349	58898.5	JMT52_CK	99.83246809654801
ref|NC_001139|	158928	159246	159087.0	JMT52_CK	99.83246809654801
ref|NC_001139|	159705	162943	161324.0	JMT52_CK	99.83246809654801
ref|NC_001139|	257689	257704	257696.5	JMT52_CK	99.83246809654801
ref|NC_001139|	338951	339606	339278.5	JMT52_CK	99.83246809654801
ref|NC_001139|	381517	383433	382475.0	JMT52_CK	99.83246809654801
ref|NC_001139|	383573	385519	384546.0	JMT52_CK	99.83246809654801
ref|NC_001139|	385555	385570	385562.5	JMT52_CK	99.83246809654801
ref|NC_001139|	439277	439789	439533.0	JMT52_CK	99.83246809654801
ref|NC_001139|	442559	442784	442671.5	JMT52_CK	99.83246809654801
ref|NC_001139|	699072	701026	700049.0	JMT52_CK	99.83246809654801
ref|NC_001139|	905638	905665	905651.5	JMT52_CK	99.83246809654801
ref|NC_001139|	909046	914517	911781.5	JMT52_CK	99.83246809654801
ref|NC_001140|	192124	192892	192508.0	JMT52_CK	99.83246809654801
ref|NC_001140|	515104	516779	515941.5	JMT52_CK	99.83246809654801
ref|NC_001141|	133368	133668	133518.0	JMT52_CK	99.83246809654801
ref|NC_001141|	135361	135647	135504.0	JMT52_CK	99.83246809654801
ref|NC_001141|	283475	284253	283864.0	JMT52_CK	99.83246809654801
ref|NC_001142|	339346	339426	339386.0	JMT52_CK	99.83246809654801
ref|NC_001142|	340737	340947	340842.0	JMT52_CK	99.83246809654801
ref|NC_001142|	342013	342290	342151.5	JMT52_CK	99.83246809654801
ref|NC_001142|	500362	501283	500822.5	JMT52_CK	99.83246809654801
ref|NC_001142|	710937	716647	713792.0	JMT52_CK	99.83246809654801
ref|NC_001143|	196712	197315	197013.5	JMT52_CK	99.83246809654801
ref|NC_001143|	261435	262447	261941.0	JMT52_CK	99.83246809654801
ref|NC_001144|	210539	213996	212267.5	JMT52_CK	99.83246809654801
ref|NC_001144|	498921	499674	499297.5	JMT52_CK	99.83246809654801
ref|NC_001144|	826454	827343	826898.5	JMT52_CK	99.83246809654801
ref|NC_001145|	146198	147350	146774.0	JMT52_CK	99.83246809654801
ref|NC_001145|	343377	344029	343703.0	JMT52_CK	99.83246809654801
ref|NC_001145|	412789	415535	414162.0	JMT52_CK	99.83246809654801
ref|NC_001146|	617567	620041	618804.0	JMT52_CK	99.83246809654801
ref|NC_001146|	713823	715909	714866.0	JMT52_CK	99.83246809654801
ref|NC_001147|	173109	173217	173163.0	JMT52_CK	99.83246809654801
ref|NC_001147|	207452	208002	207727.0	JMT52_CK	99.83246809654801
ref|NC_001147|	213233	213775	213504.0	JMT52_CK	99.83246809654801
ref|NC_001147|	1039586	1039786	1039686.0	JMT52_CK	99.83246809654801
ref|NC_001148|	158238	165213	161725.5	JMT52_CK	99.83246809654801
ref|NC_001148|	829679	829698	829688.5	JMT52_CK	99.83246809654801
ref|NC_001148|	829698	829848	829773.0	JMT52_CK	99.83246809654801
ref|NC_001148|	875236	876018	875627.0	JMT52_CK	99.83246809654801
ref|NC_001148|	878637	878947	878792.0	JMT52_CK	99.83246809654801
