gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YAL036C,id004,five_prime_UTR,chrI:76152-76207,-,none,chrI,76152,76207,55
YAL037C-A,id001,five_prime_UTR,chrI:73518-73710,-,none,chrI,73518,73710,192
YAL037W,id001,five_prime_UTR,chrI:73453-74020,+,none,chrI,73453,74020,567
YAL038W,id001,five_prime_UTR,chrI:71479-71786,+,none,chrI,71479,71786,307
YAL039C,id001,five_prime_UTR,chrI:69525-70088,-,none,chrI,69525,70088,563
YAL040C,id003,five_prime_UTR,chrI:67520-67848,-,none,chrI,67520,67848,328
YAL041W,id003,five_prime_UTR,chrI:62773-62840,+,none,chrI,62773,62840,67
YAL042W,id005,five_prime_UTR,chrI:61259-61316,+,none,chrI,61259,61316,57
YAL043C,id002,five_prime_UTR,chrI:61052-61083,-,none,chrI,61052,61083,31
YAL044C,id001,five_prime_UTR,chrI:58462-58614,-,none,chrI,58462,58614,152
YAL044W-A,id001,five_prime_UTR,chrI:56955-57518,+,none,chrI,56955,57518,563
YAL046C,id001,five_prime_UTR,chrI:57385-57544,-,none,chrI,57385,57544,159
YAL047C,id002,five_prime_UTR,chrI:56857-56886,-,none,chrI,56857,56886,29
YAL047W-A,id001,five_prime_UTR,chrI:54209-54584,+,none,chrI,54209,54584,375
YAL049C,id001,five_prime_UTR,chrI:52595-54082,-,none,chrI,52595,54082,1487
YAL053W,id001,five_prime_UTR,chrI:45675-45899,+,none,chrI,45675,45899,224
YAL054C,id001,five_prime_UTR,chrI:45022-45073,-,none,chrI,45022,45073,51
YAL055W,id003,five_prime_UTR,chrI:42142-42177,+,none,chrI,42142,42177,35
YAL056W,id001,five_prime_UTR,chrI:39196-39259,+,none,chrI,39196,39259,63
YAL058W,id001,five_prime_UTR,chrI:37405-37464,+,none,chrI,37405,37464,59
YAL059W,id001,five_prime_UTR,chrI:36463-36509,+,none,chrI,36463,36509,46
YAL060W,id001,five_prime_UTR,chrI:34983-35155,+,none,chrI,34983,35155,172
YAL061W,id003,five_prime_UTR,chrI:33345-33448,+,none,chrI,33345,33448,103
YAL062W,id001,five_prime_UTR,chrI:31527-31567,+,none,chrI,31527,31567,40
YAL063C-A,id001,five_prime_UTR,chrI:22685-23617,-,none,chrI,22685,23617,932
YAL064W-B,id001,five_prime_UTR,chrI:11313-12046,+,none,chrI,11313,12046,733
YAL066W,id001,five_prime_UTR,chrI:9807-10091,+,none,chrI,9807,10091,284
YAL067C,id001,five_prime_UTR,chrI:9016-9049,-,none,chrI,9016,9049,33
YAR002C-A,id004,five_prime_UTR,chrI:154724-154750,-,none,chrI,154724,154750,26
YAR002W,id002,five_prime_UTR,chrI:152204-152257,+,none,chrI,152204,152257,53
YAR003W,id002,five_prime_UTR,chrI:154905-155005,+,none,chrI,154905,155005,100
YAR007C,id001,five_prime_UTR,chrI:158619-158715,-,none,chrI,158619,158715,96
YAR008W,id002,five_prime_UTR,chrI:158847-158966,+,none,chrI,158847,158966,119
YAR014C,id001,five_prime_UTR,chrI:168871-169021,-,none,chrI,168871,169021,150
YAR015W,id003,five_prime_UTR,chrI:169272-169375,+,none,chrI,169272,169375,103
YAR018C,id001,five_prime_UTR,chrI:171703-171735,-,none,chrI,171703,171735,32
YAR019C,id001,five_prime_UTR,chrI:175135-175168,-,none,chrI,175135,175168,33
YAR023C,id001,five_prime_UTR,chrI:179820-180697,-,none,chrI,179820,180697,877
YAR027W,id001,five_prime_UTR,chrI:183671-183770,+,none,chrI,183671,183770,99
YAR028W,id002,five_prime_UTR,chrI:184821-184892,+,none,chrI,184821,184892,71
YAR029W,id001,five_prime_UTR,chrI:185009-186321,+,none,chrI,185009,186321,1312
YAR030C,id001,five_prime_UTR,chrI:186853-186857,-,none,chrI,186853,186857,4
YAR033W,id003,five_prime_UTR,chrI:187843-188107,+,none,chrI,187843,188107,264
YAR035W,id001,five_prime_UTR,chrI:190156-190193,+,none,chrI,190156,190193,37
YAR042W,id001,five_prime_UTR,chrI:192583-192619,+,none,chrI,192583,192619,36
YAR053W,id001,five_prime_UTR,chrI:208193-208367,+,none,chrI,208193,208367,174
YBL001C,id002,five_prime_UTR,chrII:237467-237807,-,none,chrII,237467,237807,340
YBL002W,id001,five_prime_UTR,chrII:235789-236492,+,none,chrII,235789,236492,703
YBL003C,id001,five_prime_UTR,chrII:235792-237057,-,none,chrII,235792,237057,1265
YBL005W,id001,five_prime_UTR,chrII:217404-217470,+,none,chrII,217404,217470,66
YBL006C,id001,five_prime_UTR,chrII:217129-217444,-,none,chrII,217129,217444,315
YBL006W-A,id001,five_prime_UTR,chrII:216559-216711,+,none,chrII,216559,216711,152
YBL007C,id001,five_prime_UTR,chrII:216366-216436,-,none,chrII,216366,216436,70
YBL008W,id001,five_prime_UTR,chrII:209530-209653,+,none,chrII,209530,209653,123
YBL009W,id001,five_prime_UTR,chrII:207141-207194,+,none,chrII,207141,207194,53
YBL010C,id001,five_prime_UTR,chrII:206949-207017,-,none,chrII,206949,207017,68
YBL011W,id001,five_prime_UTR,chrII:202814-203538,+,none,chrII,202814,203538,724
YBL014C,id001,five_prime_UTR,chrII:201748-202236,-,none,chrII,201748,202236,488
YBL015W,id001,five_prime_UTR,chrII:193953-194122,+,none,chrII,193953,194122,169
YBL016W,id001,five_prime_UTR,chrII:192372-192451,+,none,chrII,192372,192451,79
YBL018C,id001,five_prime_UTR,chrII:186474-186515,-,none,chrII,186474,186515,41
YBL019W,id001,five_prime_UTR,chrII:184283-184353,+,none,chrII,184283,184353,70
YBL020W,id001,five_prime_UTR,chrII:182285-182401,+,none,chrII,182285,182401,116
YBL021C,id001,five_prime_UTR,chrII:182094-182524,-,none,chrII,182094,182524,430
YBL022C,id001,five_prime_UTR,chrII:181275-181408,-,none,chrII,181275,181408,133
YBL023C,id001,five_prime_UTR,chrII:177526-177643,-,none,chrII,177526,177643,117
YBL024W,id002,five_prime_UTR,chrII:172476-172534,+,none,chrII,172476,172534,58
YBL025W,id001,five_prime_UTR,chrII:171165-171481,+,none,chrII,171165,171481,316
YBL026W,id002,five_prime_UTR,chrII:170552-170623,+,none,chrII,170552,170623,71
YBL027W,id001,five_prime_UTR,chrII:168392-168423,+,none,chrII,168392,168423,31
YBL028C,id002,five_prime_UTR,chrII:167838-167899,-,none,chrII,167838,167899,61
YBL029C-A,id001,five_prime_UTR,chrII:164772-166047,-,none,chrII,164772,166047,1275
YBL030C,id009,five_prime_UTR,chrII:163997-164145,-,none,chrII,163997,164145,148
YBL031W,id002,five_prime_UTR,chrII:161663-161699,+,none,chrII,161663,161699,36
YBL032W,id001,five_prime_UTR,chrII:160086-160184,+,none,chrII,160086,160184,98
YBL033C,id001,five_prime_UTR,chrII:159693-159721,-,none,chrII,159693,159721,28
YBL035C,id002,five_prime_UTR,chrII:153610-153712,-,none,chrII,153610,153712,102
YBL036C,id001,five_prime_UTR,chrII:151220-152281,-,none,chrII,151220,152281,1061
YBL038W,id001,five_prime_UTR,chrII:146128-146187,+,none,chrII,146128,146187,59
YBL039C,id001,five_prime_UTR,chrII:145728-145807,-,none,chrII,145728,145807,79
YBL039C-A,id001,five_prime_UTR,chrII:145031-145725,-,none,chrII,145031,145725,694
YBL039W-B,id002,five_prime_UTR,chrII:143086-143393,+,none,chrII,143086,143393,307
YBL040C,id002,five_prime_UTR,chrII:142868-143165,-,none,chrII,142868,143165,297
YBL041W,id001,five_prime_UTR,chrII:140938-141247,+,none,chrII,140938,141247,309
YBL042C,id001,five_prime_UTR,chrII:140260-140349,-,none,chrII,140260,140349,89
YBL043W,id001,five_prime_UTR,chrII:136495-136688,+,none,chrII,136495,136688,193
YBL045C,id003,five_prime_UTR,chrII:135516-135777,-,none,chrII,135516,135777,261
YBL046W,id001,five_prime_UTR,chrII:132406-132424,+,none,chrII,132406,132424,18
YBL047C,id002,five_prime_UTR,chrII:132040-132213,-,none,chrII,132040,132213,173
YBL049W,id001,five_prime_UTR,chrII:126606-126828,+,none,chrII,126606,126828,222
YBL050W,id002,five_prime_UTR,chrII:125042-125125,+,none,chrII,125042,125125,83
YBL051C,id001,five_prime_UTR,chrII:124759-124832,-,none,chrII,124759,124832,73
YBL052C,id001,five_prime_UTR,chrII:121874-122141,-,none,chrII,121874,122141,267
YBL054W,id001,five_prime_UTR,chrII:116976-117589,+,none,chrII,116976,117589,613
YBL055C,id001,five_prime_UTR,chrII:116829-117224,-,none,chrII,116829,117224,395
YBL056W,id001,five_prime_UTR,chrII:113041-113762,+,none,chrII,113041,113762,721
YBL057C,id001,five_prime_UTR,chrII:113427-113447,-,none,chrII,113427,113447,20
YBL058W,id001,five_prime_UTR,chrII:111409-111437,+,none,chrII,111409,111437,28
YBL059C-A,id004,five_prime_UTR,chrII:110539-111201,-,none,chrII,110539,111201,662
YBL060W,id001,five_prime_UTR,chrII:107701-107932,+,none,chrII,107701,107932,231
YBL061C,id002,five_prime_UTR,chrII:107406-107545,-,none,chrII,107406,107545,139
YBL064C,id001,five_prime_UTR,chrII:101156-101420,-,none,chrII,101156,101420,264
YBL068W,id001,five_prime_UTR,chrII:92356-92414,+,none,chrII,92356,92414,58
YBL068W-A,id001,five_prime_UTR,chrII:90847-91794,+,none,chrII,90847,91794,947
YBL069W,id001,five_prime_UTR,chrII:90631-90741,+,none,chrII,90631,90741,110
YBL071C,id001,five_prime_UTR,chrII:90531-90544,-,none,chrII,90531,90544,13
YBL071W-A,id001,five_prime_UTR,chrII:89935-89978,+,none,chrII,89935,89978,43
YBL072C,id001,five_prime_UTR,chrII:89125-89467,-,none,chrII,89125,89467,342
YBL074C,id001,five_prime_UTR,chrII:87789-87808,-,none,chrII,87789,87808,19
YBL075C,id001,five_prime_UTR,chrII:86448-86984,-,none,chrII,86448,86984,536
YBL076C,id002,five_prime_UTR,chrII:84261-84307,-,none,chrII,84261,84307,46
YBL078C,id001,five_prime_UTR,chrII:80731-80803,-,none,chrII,80731,80803,72
YBL080C,id001,five_prime_UTR,chrII:74695-74748,-,none,chrII,74695,74748,53
YBL081W,id001,five_prime_UTR,chrII:71317-71866,+,none,chrII,71317,71866,549
YBL082C,id001,five_prime_UTR,chrII:71127-71394,-,none,chrII,71127,71394,267
YBL083C,id001,five_prime_UTR,chrII:70138-71093,-,none,chrII,70138,71093,955
YBL085W,id001,five_prime_UTR,chrII:63674-63876,+,none,chrII,63674,63876,202
YBL086C,id001,five_prime_UTR,chrII:62602-62726,-,none,chrII,62602,62726,124
YBL087C,id001,five_prime_UTR,chrII:60739-60845,-,none,chrII,60739,60845,106
YBL089W,id001,five_prime_UTR,chrII:49510-49574,+,none,chrII,49510,49574,64
YBL090W,id003,five_prime_UTR,chrII:48785-48825,+,none,chrII,48785,48825,40
YBL091C,id002,five_prime_UTR,chrII:48628-48690,-,none,chrII,48628,48690,62
YBL091C-A,id002,five_prime_UTR,chrII:47180-47201,-,none,chrII,47180,47201,21
YBL092W,id001,five_prime_UTR,chrII:45281-45978,+,none,chrII,45281,45978,697
YBL093C,id001,five_prime_UTR,chrII:44918-45023,-,none,chrII,44918,45023,105
YBL095W,id001,five_prime_UTR,chrII:42052-43277,+,none,chrII,42052,43277,1225
YBL096C,id001,five_prime_UTR,chrII:43482-44042,-,none,chrII,43482,44042,560
YBL099W,id002,five_prime_UTR,chrII:36702-37053,+,none,chrII,36702,37053,351
YBL100W-C,id001,five_prime_UTR,chrII:28372-28427,+,none,chrII,28372,28427,55
YBL101C,id001,five_prime_UTR,chrII:28299-28406,-,none,chrII,28299,28406,107
YBL102W,id001,five_prime_UTR,chrII:23879-24098,+,none,chrII,23879,24098,219
YBL103C,id003,five_prime_UTR,chrII:23536-23802,-,none,chrII,23536,23802,266
YBL104C,id001,five_prime_UTR,chrII:21293-21318,-,none,chrII,21293,21318,25
YBL105C,id001,five_prime_UTR,chrII:17696-17965,-,none,chrII,17696,17965,269
YBL107C,id001,five_prime_UTR,chrII:10551-10563,-,none,chrII,10551,10563,12
YBR001C,id003,five_prime_UTR,chrII:241283-241433,-,none,chrII,241283,241433,150
YBR002C,id001,five_prime_UTR,chrII:242568-242593,-,none,chrII,242568,242593,25
YBR003W,id001,five_prime_UTR,chrII:241674-242809,+,none,chrII,241674,242809,1135
YBR004C,id001,five_prime_UTR,chrII:245667-246715,-,none,chrII,245667,246715,1048
YBR005W,id001,five_prime_UTR,chrII:245511-245906,+,none,chrII,245511,245906,395
YBR006W,id001,five_prime_UTR,chrII:246865-247010,+,none,chrII,246865,247010,145
YBR007C,id002,five_prime_UTR,chrII:251016-251119,-,none,chrII,251016,251119,103
YBR008C,id001,five_prime_UTR,chrII:254209-254936,-,none,chrII,254209,254936,727
YBR009C,id002,five_prime_UTR,chrII:255684-256209,-,none,chrII,255684,256209,525
YBR010W,id008,five_prime_UTR,chrII:256230-256331,+,none,chrII,256230,256331,101
YBR011C,id001,five_prime_UTR,chrII:257975-258034,-,none,chrII,257975,258034,59
YBR012C,id001,five_prime_UTR,chrII:259566-259571,-,none,chrII,259566,259571,5
YBR014C,id008,five_prime_UTR,chrII:267336-267515,-,none,chrII,267336,267515,179
YBR015C,id001,five_prime_UTR,chrII:269503-270385,-,none,chrII,269503,270385,882
YBR016W,id001,five_prime_UTR,chrII:269749-270247,+,none,chrII,269749,270247,498
YBR017C,id001,five_prime_UTR,chrII:273703-274232,-,none,chrII,273703,274232,529
YBR018C,id001,five_prime_UTR,chrII:275527-276040,-,none,chrII,275527,276040,513
YBR019C,id001,five_prime_UTR,chrII:278352-278388,-,none,chrII,278352,278388,36
YBR020W,id001,five_prime_UTR,chrII:278963-279021,+,none,chrII,278963,279021,58
YBR021W,id001,five_prime_UTR,chrII:279860-281443,+,none,chrII,279860,281443,1583
YBR022W,id001,five_prime_UTR,chrII:282222-283738,+,none,chrII,282222,283738,1516
YBR023C,id003,five_prime_UTR,chrII:287925-288069,-,none,chrII,287925,288069,144
YBR024W,id004,five_prime_UTR,chrII:289106-289445,+,none,chrII,289106,289445,339
YBR025C,id002,five_prime_UTR,chrII:291865-291968,-,none,chrII,291865,291968,103
YBR026C,id006,five_prime_UTR,chrII:294019-294102,-,none,chrII,294019,294102,83
YBR028C,id001,five_prime_UTR,chrII:296002-296196,-,none,chrII,296002,296196,194
YBR029C,id001,five_prime_UTR,chrII:297742-298090,-,none,chrII,297742,298090,348
YBR030W,id003,five_prime_UTR,chrII:298012-298292,+,none,chrII,298012,298292,280
YBR031W,id004,five_prime_UTR,chrII:300142-300166,+,none,chrII,300142,300166,24
YBR032W,id001,five_prime_UTR,chrII:301439-301519,+,none,chrII,301439,301519,80
YBR033W,id001,five_prime_UTR,chrII:301820-301944,+,none,chrII,301820,301944,124
YBR034C,id001,five_prime_UTR,chrII:305976-306037,-,none,chrII,305976,306037,61
YBR035C,id001,five_prime_UTR,chrII:306955-307334,-,none,chrII,306955,307334,379
YBR036C,id003,five_prime_UTR,chrII:310313-310389,-,none,chrII,310313,310389,76
YBR037C,id005,five_prime_UTR,chrII:311452-311512,-,none,chrII,311452,311512,60
YBR038W,id001,five_prime_UTR,chrII:311819-311898,+,none,chrII,311819,311898,79
YBR039W,id001,five_prime_UTR,chrII:315484-315575,+,none,chrII,315484,315575,91
YBR041W,id001,five_prime_UTR,chrII:318157-318266,+,none,chrII,318157,318266,109
YBR042C,id001,five_prime_UTR,chrII:321609-321669,-,none,chrII,321609,321669,60
YBR043C,id002,five_prime_UTR,chrII:323945-324094,-,none,chrII,323945,324094,149
YBR044C,id001,five_prime_UTR,chrII:326059-326142,-,none,chrII,326059,326142,83
YBR046C,id002,five_prime_UTR,chrII:331511-331693,-,none,chrII,331511,331693,182
YBR047W,id001,five_prime_UTR,chrII:331288-331833,+,none,chrII,331288,331833,545
YBR048W,id001,five_prime_UTR,chrII:332813-332831,+,none,chrII,332813,332831,18
YBR049C,id003,five_prime_UTR,chrII:336818-336967,-,none,chrII,336818,336967,149
YBR050C,id001,five_prime_UTR,chrII:338199-338460,-,none,chrII,338199,338460,261
YBR052C,id001,five_prime_UTR,chrII:339352-339457,-,none,chrII,339352,339457,105
YBR053C,id002,five_prime_UTR,chrII:340751-340775,-,none,chrII,340751,340775,24
YBR054W,id008,five_prime_UTR,chrII:342779-343101,+,none,chrII,342779,343101,322
YBR055C,id002,five_prime_UTR,chrII:347301-347334,-,none,chrII,347301,347334,33
YBR056C-B,id001,five_prime_UTR,chrII:351451-351753,-,none,chrII,351451,351753,302
YBR056W,id008,five_prime_UTR,chrII:347809-347879,+,none,chrII,347809,347879,70
YBR056W-A,id003,five_prime_UTR,chrII:351095-351255,+,none,chrII,351095,351255,160
YBR057C,id001,five_prime_UTR,chrII:353293-353412,-,none,chrII,353293,353412,119
YBR058C,id001,five_prime_UTR,chrII:356017-356190,-,none,chrII,356017,356190,173
YBR058C-A,id007,five_prime_UTR,chrII:356566-356625,-,none,chrII,356566,356625,59
YBR059C,id001,five_prime_UTR,chrII:360187-360320,-,none,chrII,360187,360320,133
YBR060C,id001,five_prime_UTR,chrII:362514-362638,-,none,chrII,362514,362638,124
YBR061C,id003,five_prime_UTR,chrII:365719-365726,-,none,chrII,365719,365726,7
YBR062C,id003,five_prime_UTR,chrII:366600-366673,-,none,chrII,366600,366673,73
YBR063C,id001,five_prime_UTR,chrII:368184-369557,-,none,chrII,368184,369557,1373
YBR065C,id002,five_prime_UTR,chrII:369678-369758,-,none,chrII,369678,369758,80
YBR066C,id002,five_prime_UTR,chrII:370699-371007,-,none,chrII,370699,371007,308
YBR067C,id001,five_prime_UTR,chrII:372735-373120,-,none,chrII,372735,373120,385
YBR068C,id001,five_prime_UTR,chrII:375690-375856,-,none,chrII,375690,375856,166
YBR069C,id006,five_prime_UTR,chrII:378433-378602,-,none,chrII,378433,378602,169
YBR070C,id002,five_prime_UTR,chrII:379934-379980,-,none,chrII,379934,379980,46
YBR071W,id001,five_prime_UTR,chrII:380195-380411,+,none,chrII,380195,380411,216
YBR072W,id001,five_prime_UTR,chrII:381848-382030,+,none,chrII,381848,382030,182
YBR074W,id001,five_prime_UTR,chrII:386281-386286,+,none,chrII,386281,386286,5
YBR076C-A,id011,five_prime_UTR,chrII:391617-391924,-,none,chrII,391617,391924,307
YBR077C,id001,five_prime_UTR,chrII:392293-392834,-,none,chrII,392293,392834,541
YBR078W,id001,five_prime_UTR,chrII:392866-393123,+,none,chrII,392866,393123,257
YBR079C,id001,five_prime_UTR,chrII:398277-398304,-,none,chrII,398277,398304,27
YBR080C,id002,five_prime_UTR,chrII:400890-400926,-,none,chrII,400890,400926,36
YBR082C,id001,five_prime_UTR,chrII:407169-407255,-,none,chrII,407169,407255,86
YBR083W,id001,five_prime_UTR,chrII:408914-409169,+,none,chrII,408914,409169,255
YBR084C-A,id001,five_prime_UTR,chrII:415261-415992,-,none,chrII,415261,415992,731
YBR084W,id001,five_prime_UTR,chrII:410975-411054,+,none,chrII,410975,411054,79
YBR085C-A,id001,five_prime_UTR,chrII:419164-419738,-,none,chrII,419164,419738,574
YBR085W,id001,five_prime_UTR,chrII:415428-415983,+,none,chrII,415428,415983,555
YBR086C,id001,five_prime_UTR,chrII:423041-423360,-,none,chrII,423041,423360,319
YBR087W,id001,five_prime_UTR,chrII:423602-423765,+,none,chrII,423602,423765,163
YBR088C,id001,five_prime_UTR,chrII:425766-425818,-,none,chrII,425766,425818,52
YBR089C-A,id002,five_prime_UTR,chrII:426489-426932,-,none,chrII,426489,426932,443
YBR089W,id002,five_prime_UTR,chrII:425018-425183,+,none,chrII,425018,425183,165
YBR091C,id004,five_prime_UTR,chrII:427484-427549,-,none,chrII,427484,427549,65
YBR092C,id001,five_prime_UTR,chrII:429101-430844,-,none,chrII,429101,430844,1743
YBR093C,id001,five_prime_UTR,chrII:430951-431417,-,none,chrII,430951,431417,466
YBR094W,id001,five_prime_UTR,chrII:431970-432036,+,none,chrII,431970,432036,66
YBR095C,id001,five_prime_UTR,chrII:435698-435772,-,none,chrII,435698,435772,74
YBR096W,id001,five_prime_UTR,chrII:435960-436021,+,none,chrII,435960,436021,61
YBR098W,id001,five_prime_UTR,chrII:441489-441515,+,none,chrII,441489,441515,26
YBR099C,id001,five_prime_UTR,chrII:443307-443681,-,none,chrII,443307,443681,374
YBR101C,id001,five_prime_UTR,chrII:444693-444751,-,none,chrII,444693,444751,58
YBR102C,id001,five_prime_UTR,chrII:447323-447390,-,none,chrII,447323,447390,67
YBR103C-A,id001,five_prime_UTR,chrII:449463-449890,-,none,chrII,449463,449890,427
YBR103W,id001,five_prime_UTR,chrII:447496-447709,+,none,chrII,447496,447709,213
YBR104W,id001,five_prime_UTR,chrII:449539-449667,+,none,chrII,449539,449667,128
YBR105C,id001,five_prime_UTR,chrII:451969-452124,-,none,chrII,451969,452124,155
YBR106W,id001,five_prime_UTR,chrII:452625-452658,+,none,chrII,452625,452658,33
YBR107C,id001,five_prime_UTR,chrII:454530-454604,-,none,chrII,454530,454604,74
YBR108W,id001,five_prime_UTR,chrII:454743-454822,+,none,chrII,454743,454822,79
YBR109C,id001,five_prime_UTR,chrII:458362-461871,-,none,chrII,458362,461871,3509
YBR109W-A,id001,five_prime_UTR,chrII:458498-458608,+,none,chrII,458498,458608,110
YBR110W,id001,five_prime_UTR,chrII:458614-458872,+,none,chrII,458614,458872,258
YBR111C,id001,five_prime_UTR,chrII:461873-462146,-,none,chrII,461873,462146,273
YBR111W-A,id001,five_prime_UTR,chrII:462098-462139,+,none,chrII,462098,462139,41
YBR112C,id002,five_prime_UTR,chrII:465770-465972,-,none,chrII,465770,465972,202
YBR114W,id001,five_prime_UTR,chrII:466101-467248,+,none,chrII,466101,467248,1147
YBR115C,id001,five_prime_UTR,chrII:473926-473945,-,none,chrII,473926,473945,19
YBR118W,id001,five_prime_UTR,chrII:477445-477671,+,none,chrII,477445,477671,226
YBR119W,id003,five_prime_UTR,chrII:479245-479338,+,none,chrII,479245,479338,93
YBR120C,id001,five_prime_UTR,chrII:480923-481071,-,none,chrII,480923,481071,148
YBR121C,id001,five_prime_UTR,chrII:483367-483566,-,none,chrII,483367,483566,199
YBR121C-A,id001,five_prime_UTR,chrII:482484-483363,-,none,chrII,482484,483363,879
YBR122C,id001,five_prime_UTR,chrII:484503-485405,-,none,chrII,484503,485405,902
YBR123C,id001,five_prime_UTR,chrII:486691-486778,-,none,chrII,486691,486778,87
YBR125C,id001,five_prime_UTR,chrII:488380-488576,-,none,chrII,488380,488576,196
YBR126C,id004,five_prime_UTR,chrII:490392-490559,-,none,chrII,490392,490559,167
YBR126W-B,id002,five_prime_UTR,chrII:490868-490927,+,none,chrII,490868,490927,59
YBR127C,id002,five_prime_UTR,chrII:492822-492986,-,none,chrII,492822,492986,164
YBR128C,id002,five_prime_UTR,chrII:494115-494168,-,none,chrII,494115,494168,53
YBR129C,id006,five_prime_UTR,chrII:495339-495384,-,none,chrII,495339,495384,45
YBR130C,id001,five_prime_UTR,chrII:496869-496946,-,none,chrII,496869,496946,77
YBR131W,id002,five_prime_UTR,chrII:497111-497163,+,none,chrII,497111,497163,52
YBR132C,id001,five_prime_UTR,chrII:501442-501850,-,none,chrII,501442,501850,408
YBR133C,id001,five_prime_UTR,chrII:504287-504446,-,none,chrII,504287,504446,159
YBR135W,id001,five_prime_UTR,chrII:504575-504854,+,none,chrII,504575,504854,279
YBR137W,id001,five_prime_UTR,chrII:512952-513044,+,none,chrII,512952,513044,92
YBR138C,id001,five_prime_UTR,chrII:515336-515437,-,none,chrII,515336,515437,101
YBR139W,id004,five_prime_UTR,chrII:515658-515664,+,none,chrII,515658,515664,6
YBR141C,id001,five_prime_UTR,chrII:528038-528103,-,none,chrII,528038,528103,65
YBR141W-A,id001,five_prime_UTR,chrII:526948-527167,+,none,chrII,526948,527167,219
YBR142W,id001,five_prime_UTR,chrII:528234-528317,+,none,chrII,528234,528317,83
YBR143C,id002,five_prime_UTR,chrII:532182-532285,-,none,chrII,532182,532285,103
YBR145W,id004,five_prime_UTR,chrII:533567-533762,+,none,chrII,533567,533762,195
YBR146W,id002,five_prime_UTR,chrII:535191-535260,+,none,chrII,535191,535260,69
YBR147W,id001,five_prime_UTR,chrII:536427-536575,+,none,chrII,536427,536575,148
YBR149W,id001,five_prime_UTR,chrII:539922-539987,+,none,chrII,539922,539987,65
YBR151W,id003,five_prime_UTR,chrII:544879-545028,+,none,chrII,544879,545028,149
YBR153W,id001,five_prime_UTR,chrII:546385-547460,+,none,chrII,546385,547460,1075
YBR154C,id002,five_prime_UTR,chrII:549009-549150,-,none,chrII,549009,549150,141
YBR155W,id001,five_prime_UTR,chrII:549259-549771,+,none,chrII,549259,549771,512
YBR156C,id001,five_prime_UTR,chrII:553200-553278,-,none,chrII,553200,553278,78
YBR157C,id001,five_prime_UTR,chrII:554310-555160,-,none,chrII,554310,555160,850
YBR158W,id001,five_prime_UTR,chrII:556201-556549,+,none,chrII,556201,556549,348
YBR159W,id001,five_prime_UTR,chrII:558632-558685,+,none,chrII,558632,558685,53
